є “–јЌ—ј ÷≤ѓ;ƒј“ј; ќƒ ѕЋј“Ќ» ;Ќј«¬ј ѕЋј“Ќ» ј;ћ‘ќ ѕЋј“Ќ» ј;ЅјЌ  ѕЋј“Ќ» ј; ќƒ ќƒ≈–∆”¬ј„;Ќј«¬ј ќƒ≈–∆”¬ј„;ћ‘ќ ќƒ≈–∆”¬ј„;ЅјЌ  ќƒ≈–∆”¬ј„;—”ћј;ѕ–»«Ќј„≈ЌЌя ѕЋј“≈∆”
6754882;19.11.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;1721,59;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) вiдшкодуванн€ за послуги зв'€зку, рах.є1979 вiд 11.11.15р.,бнє 510,дог.є348-а/15, ѕƒ¬-286,93"
3412404;19.10.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;1387,56;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) вiдшкодуванн€ за послуги зв'€зку, рах.є1793 вiд 12.10.15р.,бнє 510, lдог.є348-а/15, ѕƒ¬-231,26"
3279238;16.10.2015;02070921;Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;“ќ¬ " ƒ≈Ѕё“-÷≈Ќ“– ";380805;јѕѕЅ "ј¬јЋ№";1154,40;"# 2201160 #, # 2282#,#2210 за вiники, мiтли#, #згiдно накл.є127776 вiд 09.10.15р.#,#ѕƒ¬-192,40#,#б. 546#"
4311900;27.10.2015;05416930;≤н-т ≤ѕћ ≥м.≤.ћ.‘ранцевича ЌјЌ ”крањни;820019;√”ƒ —” у м. иЇв≥;02070921;÷—’ Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;991,24;"#6541030#,#2281#,#послуги з харчуванн€ мiжнарод.делегацiњ#,#дог.210 вiд 21.10.15р., акт 1 вiд 22.10.15р.#,#в т.ч.ѕƒ¬-165,21#"
8932083;10.12.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;951,86;" ѕ ¬  6541030,  ≈ ¬ 2281(2240) вiдшкодуванн€ за послуги зв'€зку, рах.є2258 вiд 03.12.15р.,бнє 510, lдог.є348-а/15, ѕƒ¬-158,64"
6755868;19.11.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;951,70;" ѕ ¬  6541030,  ≈ ¬ 2281(2240) вiдшкодуванн€ за послуги зв'€зку, рах.є1979 вiд 11.11.15р.,бнє 510, дог.є348-а/15, ѕƒ¬-158,62"
9780229;17.12.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;948,00;" ѕ ¬  6541030,  ≈ ¬ 2281(2271, 2272, 2273)  вiдшкодуванн€ за комунальнi послуги , актє10 вiд 14.12.15р.,бнє 501, дог.є33 вiд 10.03.2015р."
3673324;21.10.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;948,00;" ѕ ¬  6541030,  ≈ ¬ 2281(2271, 2272, 2273)  вiдшкодуванн€ за комунальнi послуги 03.2015, актє8 вiд 20.10.15р.,бнє 501, дог.є33 вiд 10.03.2015р."
6758178;19.11.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;948,00;" ѕ ¬  6541030,  ≈ ¬ 2281(2271, 2272, 2273)  вiдшкодуванн€ за комунальнi послуги 11.2015, актє9 вiд 16.11.15р.,бнє 501, дог.є33 вiд 10.03.2015р."
3413006;19.10.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;947,74;" ѕ ¬  6541030,  ≈ ¬ 2281(2240) вiдшкодуванн€ за послуги зв'€зку, рах.є1793 вiд 12.10.15р.,бнє 510, lдог.є348-а/15, ѕƒ¬-158,29"
8665348;08.12.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;864,00;" ѕ ¬  2201160, ≈ ¬ 2282(2240) ¬iдшкодуванн€ послуги при форм. звiтностi , акт.єб/н вiд 04.12.15р, дог.є 12/14 вiд 02.02.15р. ЅЌ 500, ѕƒ¬-144,00"
6646081;18.11.2015;02070921;Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";899998;;815,34;"*10102070921ѕƒ¬ за жовтень 2015р 2201040  ≈ ¬ 2281 (2800) б.488 "
9481884;15.12.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;812,00;" ѕ ¬  2201040,  ≈ ¬ 2281(2271, 2272, 2273)  вiдшкодуванн€ за комунальнi послуги , актє5 вiд 14.12.15р.,бнє 501, дог.є38 вiд 01.04.2015р."
3671108;21.10.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;812,00;" ѕ ¬  2201040,  ≈ ¬ 2281(2271, 2272, 2273)  вiдшкодуванн€ за комунальнi послуги 10.2015, актє7 вiд 20.10.15р.,бнє 501, дог.є38 вiд 01.04.2015р."
6645013;18.11.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;812,00;" ѕ ¬  2201040,  ≈ ¬ 2281(2271, 2272, 2273)  вiдшкодуванн€ за комунальнi послуги 11.2015, актє8 вiд 16.11.15р.,бнє 501, дог.є38 вiд 01.04.2015р."
9114610;11.12.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;779,24;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) автопослуги, акт.є11 вiд 09.12.15р.,  ѕƒ¬-129,87"
6307389;13.11.2015;38621185;ћќЌ ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;771,98;"#2201380#,#2240#,#¬iдшк.витр.зем.подат.за 10.2015#,#зг.дог.вiд 01.10.2015є78/243, акту вiд 03.11.2015 є5380,  ƒЅ 25010200,(2201160,є498)#,#ѕƒ¬ - 128,66#"
10772950;24.12.2015;38621185;ћќЌ ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;771,98;"#2201380#,#2240#,#¬iдш.витр.зем.под.за12.2015#,#зг.дог.вiд 01.10.15є78/243,ƒ” є1вiд03.11.15,акт вiд 17.12.2015 є6321,  ƒЅ25010200,(2201160,є498)#,#ѕƒ¬ - 128,66#"
3995910;23.10.2015;38621185;ћќЌ ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;771,98;"#2201380#,#2240#,#¬iдшк.витр.зем.подат.за 09.2015#,#зг.дог.вiд 01.10.2015є78/243, акту вiд 12.10.2015 є5162,   ƒЅ25010200,(2201160,є498)#,#ѕƒ¬ - 128,66#"
8564963;07.12.2015;38621185;ћќЌ ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;771,98;"#2201380#,#2240#,#¬iдш.витр.зем.под.за11.15#,#зг.дог.вiд 01.10.15є78/243,ƒ”є1вiд 03.11.15,акту вiд 01.12.2015 є5891,  ƒЅ 25010200,(2201160,є498)#,#ѕƒ¬ - 128,66#"
8467860;04.12.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;726,00;" ѕ ¬  2201060,  ≈ ¬ 2282(2210) за дипломи, з-но нак.єб/н вiд 02.12.15р., дог.є 69 вiд 02.12.2015р, ѕƒ¬-121,00"
8474866;04.12.2015;38621185;ћќЌ ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;655,17;"#2201380#,#2271#,#¬iдшкод.витр.за тепл.за 10.2015#,#зг.дог. вiд 01.10.2015є78/243,ƒ”є1вiд 03.11.15, акту вiд 01.12.2015 є6017 (2201160, є498)#,#без ѕƒ¬#"
3819324;22.10.2015;38621185;ћќЌ ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;651,88;"#2201380#,#2273#,#¬iдшкод.витр.на електроен. за 09.2015#,#зг.дог. вiд 01.10.2015є78/243, акту вiд 12.10.2015 є5163, (2201160, є498)#,#без ѕƒ¬#"
5804470;10.11.2015;38621185;ћќЌ ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;651,88;"#2201380#,#2273#,#¬iдшкод.витр.на електроен. за 10.2015#,#зг.дог. вiд 01.10.2015є78/243, акту вiд 03.11.2015 є5110 (2201160, є498)#,#без ѕƒ¬#"
8663845;08.12.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;576,00;" ѕ ¬  22011600,  ≈ ¬ 2282(2240) ¬iдшкодуванн€ послуги при форм. звiтностi ,акт.єб/н вiд  07.12.15р., дог.є 12/14 вiд 02.02.15р. ЅЌ 500, ѕƒ¬-96,00"
10148732;22.12.2015;22876603;ѕЋ Ќ“””" ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;566,40;"#070201/2#,#2240-566.40#,#посл.зв"€з#,# за 12.15р.,зг.р.-актє25562267 вiд 09.12.15,зг.дог.є160а вiд 12.01.09р.,ƒ/у є5вiд 21.12.15р.ƒ/ує1вiд26.01.15#,#ѕƒ¬-94.40#"
10155104;22.12.2015;22876603;ѕЋ Ќ“””" ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;566,40;"1.#070201/2#,#2240-566.40#,# за посл.зв"€зку#,# за 11.15р.,зг.рах.-акту є2252вiд 03.12.15,зг.дог.є160а вiд 12.01.09р.,ƒ/у є1 вiд 26.01.15р.#ƒ¬-94.40#"
6305007;13.11.2015;22876603;ѕЋ Ќ“””" ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;561,32;"#070201/2#,#2240-561,32#,# за посл.зв"€зку#,# за 10.15р.,зг.рах.-акту є1973 вiд 05.11.15,зг.дог.є160а вiд 12.01.09р.,ƒ/у є1 вiд 26.01.15р.#,#ѕƒ¬-93,55#"
6755444;19.11.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;529,40;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) вiдшкодуванн€ послуг з вивозу смiтт€, акт.є10 вiд 17.11.15р., дог.є 8-“ѕ¬ вiд 05.02.2015р., ѕƒ¬-88,17"
9298182;14.12.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;528,68;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) вiдшкодуванн€ послуг з вивозу смiтт€, акт.є11 вiд 09.12.15р., дог.є 8-“ѕ¬ вiд 05.02.2015р., ѕƒ¬-88,11"
9783223;17.12.2015;02125800; ињвська м≥ська студ.пол≥кл≥н≥ка;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”" ѕI"Ќ“ќ" ѕI-“елеком";820019;√”ƒ —” у м. иЇв≥;517,48;"#080300#,#2240-517,48#,#ƒог.є209 вiд 01.10.2003р.ќпл.за послуги зв€зку зг.рах.-ак.є2256 вiд 15.12.15р. за 11.2015р.#,#ѕƒ¬-86,25грн.#"
6880039;20.11.2015;02125800; ињвська м≥ська студ.пол≥кл≥н≥ка;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”" ѕI"Ќ“ќ" ѕI-“елеком";820019;√”ƒ —” у м. иЇв≥;508,78;"#080300#,#2240-508,78#,#ƒог.є209 вiд 01.10.2003р.ќпл.за послуги зв€зку зг.рах.-ак.є1977вiд 18.11.15р. за 10.2015р.#,#ѕƒ¬-84,80грн.#"
3543987;20.10.2015;22876603;ѕЋ Ќ“””" ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;487,80;"#070201/2#,#2240-487,80#,# за посл.зв"€зку#,# за 09.15р.,зг.рах.-акту є1787 вiд 05.10.15,зг.дог.є160а вiд 12.01.09р.,ƒ/у є1 вiд 26.01.15р.#,#ѕƒ¬-81,30#"
3996352;23.10.2015;38621185;ћќЌ ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;473,15;"#2201380#,#2240#,#¬iдшк.витр.зем.подат.за 08.2015#,#зг.дог.вiд 01.10.2015є78/243, акту вiд 12.10.2015 є5159,  ƒЅ 25010200,(2201160,є498)#,#ѕƒ¬ - 78,86#"
3412131;19.10.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;462,91;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) вiдшкодуванн€ послуг з вивозу смiтт€, акт.є9 вiд 16.10.15р., дог.є 8-“ѕ¬ вiд 05.02.2015р., ѕƒ¬-77,15"
3409895;19.10.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;462,91;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) вiдшкодуванн€ послуг з вивозу смiтт€, акт.є9/1 вiд 16.10.15р., дог.є 8-“ѕ¬ вiд 05.02.2015р., ѕƒ¬-77,15"
4545393;28.10.2015;02125800; ињвська м≥ська студ.пол≥кл≥н≥ка;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”" ѕI"Ќ“ќ" ѕI-“елеком";820019;√”ƒ —” у м. иЇв≥;446,74;"#080300#,#2240-446,74#,#ƒог.є209 вiд 01.10.2003р.ќпл.за послуги зв€зку зг.рах.-ак.є1791вiд 27.10.15р. за 09.2015р.#,#ѕƒ¬-74,46грн.#"
10146835;22.12.2015;22876603;ѕЋ Ќ“””" ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;436,80;"#070201/2#,#2240-436,80#,#за послуги корист.iнтерн.#,# за 12.15р.,зг.рах.-акту є ј-309“/12-2015 вiд14. 12.15р.по дог.єј-309“-3 вiд 26.01.15р.#,#ѕƒ¬-72,80#."
3539497;20.10.2015;22876603;ѕЋ Ќ“””" ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;436,80;"#070201/2#,#2240-436,80#,#за послуги корист.iнтерн.#,# за 10.15р.,зг.рах.-акту є ј-309“/10-2015 вiд 05.101.15р.по дог.єј-309“-3 вiд 26.01.15р.#,#ѕƒ¬-72,80#."
6300337;13.11.2015;22876603;ѕЋ Ќ“””" ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;436,80;"#070201/2#,#2240-436,80#,#за послуги корист.iнтерн.#,# за 11.15р.,зг.рах.-акту є ј-309“/11-2015 вiд 04.11.15р.по дог.єј-309“-3 вiд 26.01.15р.#,#ѕƒ¬-72,80#."
2926015;13.10.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;432,00;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) ¬iдшкодуванн€ послуги при форм. звiтностi , акт.єб/н вiд 07.10.15р., дог.є 12/14 вiд 02.02.15р. ЅЌ 500, ѕƒ¬-72,00"
9482044;15.12.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;407,51;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) вiдшкодуванн€ за послуги охорон.сигналiзацiњ, рах.є2266 вiд 15.12.15р.Ѕ є 510, дог.є 348/15 вiд 27.01.2015р., ѕƒ¬-67,92"
3819637;22.10.2015;38621185;ћќЌ ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;399,54;"#2201380#,#2273#,#¬iдшкод.витр.на електроен. за 08.2015#,#зг.дог. вiд 01.10.2015є78/243, акту вiд 12.10.2015 є5160, (2201160, є498)#,#без ѕƒ¬#"
9296756;14.12.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;396,78;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) вiдшкодуванн€ послуг з вивозу смiтт€, акт.є11/1 вiд 09.12.15р., дог.є 8-“ѕ¬ вiд 05.02.2015р., ѕƒ¬-66,13"
6754019;19.11.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;330,65;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) вiдшкодуванн€ послуг з вивозу смiтт€, акт.є10/1 вiд 17.11.15р., дог.є 8-“ѕ¬ вiд 05.02.2015р., ѕƒ¬-55,11"
6756165;19.11.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;327,77;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) вiдшкодуванн€ за послуги охорон.сигналiзацiњ, рах.є1980 вiд 11.11.15р.Ѕ є 510, дог.є 348/15 вiд 27.01.2015р., ѕƒ¬-54,63"
3409530;19.10.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;327,77;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) вiдшкодуванн€ за послуги охорон.сигналiзацiњ, рах.є1794 вiд 12.10.15р.Ѕ є 510, дог.є 348/15 вiд 27.01.2015р., ѕƒ¬-54,63"
8934047;10.12.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;326,63;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) вiдшкодуванн€ за послуги охорон.сигналiзацiњ, рах.є2260 вiд 03.12.15р.Ѕ є 510, дог.є 348/15 вiд 27.01.2015р., ѕƒ¬-54,44"
9782613;17.12.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;315,00;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) вiдшкодуванн€ за послуги iнтернету, акт ј-307“-4/12-2015 вiд 15.12.15р., дог.є ј-307“-4 вiд 18.03.15р., ѕƒ¬-52,50"
3675620;21.10.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;315,00;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) вiдшкодуванн€ за послуги iнтернету, акт ј-307“-4/09-2015 вiд 20.10.15р., дог.є ј-307“-4 вiд 18.03.15р., ѕƒ¬-52,50"
3819426;22.10.2015;38621185;ћќЌ ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;304,08;"#2201380#,#2272#,#¬iдшкод.витр.за водопост. за 08.2015#,#зг.дог. вiд 01.10.2015є78/243,акту вiд 12.10.2015 є5082,(2201160, є498)#,#без ѕƒ¬#"
3819355;22.10.2015;38621185;ћќЌ ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;304,08;"#2201380#,#2272#,#¬iдшкод.витр.за водопост. за 08.2015#,#зг.дог. вiд 01.10.2015є78/243, акту вiд 12.10.2015 є5081,(2201160, є498)#,#без ѕƒ¬#"
9481184;15.12.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;295,18;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) вiдшкодуванн€ за послуги зв'€зку, рах.є12-634 вiд 14.12.15р.,бнє 510, дог.є348-а/15, ѕƒ¬-49,20"
9479436;15.12.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;295,18;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) вiдшкодуванн€ за послуги зв'€зку, рах.є11-634 вiд 08.12.15р.,бнє 510, дог.є348-а/15, ѕƒ¬-49,20"
7105031;24.11.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;288,04;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) вiдшкодуванн€ за послуги зв'€зку, рах.є10-634 вiд 18.11.15р.,бнє 510,дог.є348-а/15, ѕƒ¬-48.01"
7273234;25.11.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;288,00;" ѕ ¬  2201160, ≈ ¬ 2282(2240) ¬iдшкодуванн€ послуги при форм. звiтностi , акт.єб/н вiд 20.11.15р.,#дог.є 12/14 вiд 02.02.15р. ЅЌ 500, ѕƒ¬-48,00"
8474392;04.12.2015;38621185;ћќЌ ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;286,70;"#2201380#,#2272#,#¬iдш.витр.за вод. за 10.2015#,#зг.дог. вiд 01.10.2015є78/243,ƒ”є1вiд 03.11.15, акту вiд 01.12.2015 є5850(2201160, є498)#,#без ѕƒ¬#"
5804764;10.11.2015;38621185;ћќЌ ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;286,70;"#2201380#,#2272#,#¬iдшкод.витр.за водопост. за 09.2015#,#зг.дог. вiд 01.10.2015є78/243, акту вiд 03.11.2015 є5540(2201160, є498)#,#без ѕƒ¬#"
5804890;10.11.2015;38621185;ћќЌ ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;286,70;"#2201380#,#2272#,#¬iдшкод.витр.за водопост. за 09.2015#,#зг.дог. вiд 01.10.2015є78/243, акту вiд 03.11.2015 є5539(2201160, є498)#,#без ѕƒ¬#"
8474058;04.12.2015;38621185;ћќЌ ”крањни;820172;ƒ —”;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;286,70;"#2201380#,#2272#,#¬iдш.витр.за вод. за 10.2015#,#зг.дог. вiд 01.10.2015є78/243,ƒ”є1вiд 03.11.15, акту вiд 01.12.2015 є5851(2201160, є498)#,#без ѕƒ¬#"
4145489;26.10.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;263,59;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) вiдшкодуванн€ за послуги зв'€зку, рах.є09-634 вiд 19.01.15р.,бнє 510, дог.є348-а/15, ѕƒ¬-43,93"
10775844;24.12.2015;25882900;ƒќ” Ќћ÷;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“ќ" ѕI-“елеком"Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;208,66;"#2201510#,#2240-208,66#,#послуги зв"€зку зг.дог. є602/15 вiд 16.03.2015, акт-рах є 2254 вiд 16.12.2015#,#в т.ч.ѕƒ¬-34,78#"
4307579;27.10.2015;02125800; ињвська м≥ська студ.пол≥кл≥н≥ка;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“””" ѕI";820019;√”ƒ —” у м. иЇв≥;198,00;"#080300#,#2240-198,00#,#ƒог.єј-329“-2/02-15 вiд 28.01.2015р.ќпл.за телекомунiкацiйнi послуги зг.ак.єј329“/10-2015 вiд 26.10.15р.за 10.2015р.#,#ѕƒ¬-33,00грн.#"
6434983;16.11.2015;02125800; ињвська м≥ська студ.пол≥кл≥н≥ка;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“””" ѕI";820019;√”ƒ —” у м. иЇв≥;198,00;"#080300#,#2240-198,00#,#ƒог.єј-329“-2/02-15 вiд 28.01.2015р.ќпл.за телекомунiкацiйнi послуги зг.ак.єј329“/11-2015 вiд 13.11.15р.за 11.2015р.#,#ѕƒ¬-33,00грн.#"
9957452;18.12.2015;02125800; ињвська м≥ська студ.пол≥кл≥н≥ка;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“””" ѕI";820019;√”ƒ —” у м. иЇв≥;198,00;"#080300#,#2240-198,00#,#ƒог.єј-329“-2/02-15 вiд 28.01.2015р.ќпл.за телекомунiкацiйнi послуги зг.ак.єј329“/12-2015 вiд 17.12.15р.за 12.2015р.#,#ѕƒ¬-33,00грн.#"
